epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
170,29906.4,1.83517,1.37925,2.20343,0.8127,0.74599,0.83228,0.68295,1.53252,1.43816,2.20578,0.0016345,0.0016345,0.0016345
171,30082.1,1.81751,1.3669,2.19436,0.81341,0.74578,0.83206,0.68299,1.5329,1.43915,2.20566,0.001585,0.001585,0.001585
172,30257.7,1.80737,1.35799,2.17868,0.81089,0.74432,0.83187,0.68313,1.53307,1.44001,2.20627,0.0015355,0.0015355,0.0015355
173,30433.2,1.81795,1.35902,2.19838,0.81301,0.74286,0.8316,0.6831,1.53376,1.44078,2.2064,0.001486,0.001486,0.001486
174,30609,1.79622,1.34333,2.18605,0.81425,0.74142,0.83151,0.68314,1.53388,1.44119,2.20634,0.0014365,0.0014365,0.0014365
175,30784.8,1.79469,1.33808,2.18572,0.81744,0.73952,0.83159,0.68273,1.53376,1.44157,2.2061,0.001387,0.001387,0.001387
176,30960.4,1.80005,1.33218,2.18134,0.81799,0.73848,0.83159,0.68299,1.53356,1.44193,2.20599,0.0013375,0.0013375,0.0013375
177,31136,1.80141,1.35093,2.18593,0.81735,0.7391,0.83157,0.68291,1.53374,1.44157,2.20691,0.001288,0.001288,0.001288
178,31311.7,1.78231,1.32803,2.1838,0.81584,0.7391,0.83151,0.68291,1.53463,1.44146,2.20783,0.0012385,0.0012385,0.0012385
179,31487.2,1.79115,1.33166,2.18617,0.81547,0.73869,0.83125,0.68327,1.53446,1.44235,2.20793,0.001189,0.001189,0.001189
180,31663.2,1.78555,1.31803,2.17516,0.81687,0.73952,0.8311,0.68321,1.53445,1.44262,2.2079,0.0011395,0.0011395,0.0011395
181,31838.8,1.78812,1.32803,2.18717,0.81318,0.74165,0.83087,0.68307,1.53392,1.44377,2.20784,0.00109,0.00109,0.00109
182,32014.5,1.77959,1.32571,2.17172,0.81417,0.74119,0.83061,0.68312,1.53419,1.44508,2.20784,0.0010405,0.0010405,0.0010405
183,32190.1,1.78612,1.32146,2.17784,0.81277,0.74145,0.83011,0.68263,1.53499,1.44548,2.20793,0.000991,0.000991,0.000991
