epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
98,6498.72,0.88263,0.71121,1.14084,0.81977,0.74431,0.8297,0.66605,0.77526,0.67771,1.1503,0.0051985,0.0051985,0.0051985
99,6565.05,0.87984,0.70513,1.13894,0.79397,0.7606,0.82621,0.66439,0.77373,0.67895,1.15215,0.005149,0.005149,0.005149
100,6631.22,0.88859,0.71635,1.13537,0.79235,0.75719,0.82621,0.66599,0.77091,0.68275,1.15054,0.0050995,0.0050995,0.0050995
101,6697.58,0.87922,0.70738,1.13464,0.79576,0.75818,0.82394,0.66508,0.76995,0.68401,1.15024,0.00505,0.00505,0.00505
102,6763.9,0.87267,0.70505,1.13394,0.79834,0.75107,0.82533,0.66506,0.76932,0.68182,1.15183,0.0050005,0.0050005,0.0050005
103,6830.34,0.87951,0.70537,1.13593,0.79751,0.75178,0.82528,0.66525,0.77518,0.68231,1.15599,0.004951,0.004951,0.004951
104,6896.68,0.87134,0.69547,1.13447,0.799,0.7532,0.82473,0.66424,0.77073,0.68174,1.15158,0.0049015,0.0049015,0.0049015
105,6963.12,0.86462,0.6877,1.12443,0.80523,0.74075,0.8262,0.66345,0.7743,0.69043,1.1523,0.004852,0.004852,0.004852
106,7029.53,0.86631,0.69901,1.12979,0.80095,0.74787,0.82742,0.66442,0.77358,0.68799,1.152,0.0048025,0.0048025,0.0048025
107,7095.85,0.86454,0.68631,1.12445,0.80231,0.75071,0.83056,0.66685,0.77035,0.68244,1.15139,0.004753,0.004753,0.004753
108,7162.36,0.86919,0.68574,1.1276,0.80817,0.74218,0.82811,0.66641,0.76841,0.6811,1.1522,0.0047035,0.0047035,0.0047035
109,7228.65,0.8611,0.68554,1.12503,0.81561,0.73649,0.82803,0.66618,0.76561,0.67759,1.15173,0.004654,0.004654,0.004654
110,7294.85,0.8628,0.6883,1.12376,0.80397,0.75112,0.82865,0.66617,0.7672,0.67909,1.15484,0.0046045,0.0046045,0.0046045
